"Country or Area","Year","Sex","Age","Source Year","Value","Value Footnotes"
"Belgium","1948","Female","Total","1960","4332264",""
"Belgium","1949","Female","Total","1960","4363409",""
"Belgium","1950","Female","Total","1960","4385717",""
"Belgium","1951","Female","Total","1960","4406048",""
"Belgium","1952","Female","Total","1960","4429922",""
"Belgium","1953","Female","Total","1955","4457098",""
"Belgium","1954","Female","Total","1956","4483297",""
"Belgium","1955","Female","Total","1957","4510004",""
"Belgium","1956","Female","Total","1958","4538067",""
"Belgium","1957","Female","Total","1959","4570350",""
"Belgium","1958","Female","Total","1960","4604146",""
"Belgium","1959","Female","Total","1966","4635717",""
"Belgium","1960","Female","Total","1961","4665612",""
"Belgium","1961","Female","Total","1967","4692881",""
"Belgium","1962","Female","Total","1966","4715277",""
"Belgium","1963","Female","Total","1965","4739455",""
"Belgium","1964","Female","Total","1966","4778621",""
"Belgium","1965","Female","Total","1978","4818824",""
"Belgium","1966","Female","Total","1968","4868944",""
"Belgium","1966","Female","Total","1973","4853183",""
"Belgium","1967","Female","Total","1969","4897385",""
"Belgium","1967","Female","Total","1969","4883164",""
"Belgium","1968","Female","Total","1973","4905742",""
"Belgium","1969","Female","Total","1973","4922315",""
"Belgium","1970","Female","Total","1973","4929078",""
"Belgium","1971","Female","Total","1973","4950716",""
"Belgium","1971","Female","Total","1975","4939897",""
"Belgium","1972","Female","Total","1978","4966920",""
"Belgium","1973","Female","Total","1975","4982187",""
"Belgium","1974","Female","Total","1976","4989146",""
"Belgium","1975","Female","Total","1977","5002012",""
"Belgium","1976","Female","Total","1978","5011377",""
"Belgium","1977","Female","Total","1978","5014837",""
"Belgium","1977","Female","Total","1980","5019097",""
"Belgium","1978","Female","Total","1980","5025634",""
"Belgium","1979","Female","Total","1980","5036166",""
"Belgium","1979","Female","Total","1981","5032039",""
"Belgium","1980","Female","Total","1982","5035895",""
"Belgium","1980","Female","Total","1981","5036166",""
"Belgium","1981","Female","Total","1982","5038298",""
"Belgium","1982","Female","Total","1984","5043497",""
"Belgium","1983","Female","Total","1985","5044191",""
"Belgium","1984","Female","Total","1986","5044833",""
"Belgium","1985","Female","Total","1997","5046712",""
"Belgium","1986","Female","Total","1997","5048517",""
"Belgium","1987","Female","Total","1997","5053913",""
"Belgium","1988","Female","Total","1997","5078668",""
"Belgium","1989","Female","Total","1997","5087683",""
"Belgium","1990","Female","Total","1991","5096986",""
"Belgium","1990","Female","Total","1997","5106290",""
"Belgium","1991","Female","Total","1997","5122765",""
"Belgium","1992","Female","Total","1997","5144847",""
"Belgium","1993","Female","Total","1997","5160407",""
"Belgium","1994","Female","Total","1997","5175903",""
"Belgium","1995","Female","Total","1997","5184262",""
"Belgium","1999","Female","Total","2000","5226553",""
"Belgium","2000","Female","Total","2004","5239233",""
"Belgium","2001","Female","Total","2009","5260904",""
"Belgium","2001","Female","Total","2002","5256416",""
"Belgium","2001","Female","Total","2012","5245395",""
"Belgium","2001","Female","Total","2009","5186886",""
"Belgium","2001","Female","Total","2009","74018",""
"Belgium","2002","Female","Total","2004","5278198",""
"Belgium","2002","Female","Total","2012","5267437",""
"Belgium","2003","Female","Total","2012","5288959",""
"Belgium","2004","Female","Total","2005","5309245",""
"Belgium","2006","Female","Total","2006","5367561",""
"Belgium","2007","Female","Total","2008","5420934",""
"Belgium","2007","Female","Total","2008","5344334",""
"Belgium","2007","Female","Total","2008","76600",""
"Belgium","2008","Female","Total","2009","5442557",""
"Belgium","2009","Female","Total","2011","5506057",""
"Belgium","2009","Female","Total","2011","5428532",""
"Belgium","2009","Female","Total","2011","77525",""
"Belgium","2010","Female","Total","2011","5527684",""
"Belgium","2011","Female","Total","2015","5598920",""
"Belgium","2011","Female","Total","2012","5598920",""
"Belgium","2011","Female","Total","2013","5617974",""
"Belgium","2011","Female","Total","2015","5520348",""
"Belgium","2011","Female","Total","2013","5538975",""
"Belgium","2011","Female","Total","2015","78572",""
"Belgium","2011","Female","Total","2013","78999",""
"Belgium","2012","Female","Total","2013","5643070",""
"Belgium","2012","Female","Total","2013","5658638",""
"Belgium","2013","Female","Total","2013","5674206",""
"Belgium","2013","Female","Total","2015","5685064.5",""
"Belgium","2014","Female","Total","2015","5709050.5",""
"Belgium","2014","Female","Total","2015","5695923",""
"Belgium","2015","Female","Total","2017","5732015.5","1"
"Belgium","2015","Female","Total","2016","5722178",""
"Belgium","2016","Female","Total","2017","5741853",""
"Belgium","1948","Female","0","1960","69514",""
"Belgium","1949","Female","0","1960","69457",""
"Belgium","1950","Female","0","1960","68391",""
"Belgium","1951","Female","0","1960","67319",""
"Belgium","1952","Female","0","1960","67826",""
"Belgium","1953","Female","0","1955","68735",""
"Belgium","1954","Female","0","1956","69798",""
"Belgium","1955","Female","0","1957","70989",""
"Belgium","1956","Female","0","1958","71597",""
"Belgium","1957","Female","0","1959","72264",""
"Belgium","1958","Female","0","1960","73617",""
"Belgium","1959","Female","0","1966","75594",""
"Belgium","1960","Female","0","1961","75275",""
"Belgium","1961","Female","0","1967","75702",""
"Belgium","1962","Female","0","1966","74796",""
"Belgium","1963","Female","0","1965","75174",""
"Belgium","1964","Female","0","1966","76843",""
"Belgium","1965","Female","0","1978","75972",""
"Belgium","1966","Female","0","1973","73602",""
"Belgium","1966","Female","0","1968","72804",""
"Belgium","1967","Female","0","1969","70403",""
"Belgium","1967","Female","0","1969","71603",""
"Belgium","1969","Female","0","1973","68209",""
"Belgium","1970","Female","0","1973","67894",""
"Belgium","1971","Female","0","1973","67481",""
"Belgium","1971","Female","0","1975","67687",""
"Belgium","1972","Female","0","1978","64980",""
"Belgium","1973","Female","0","1975","62711",""
"Belgium","1974","Female","0","1976","61138",""
"Belgium","1977","Female","0","1978","58275",""
"Belgium","1978","Female","0","1980","58789",""
"Belgium","1979","Female","0","1980","59006",""
"Belgium","1979","Female","0","1981","58946",""
"Belgium","1980","Female","0","1981","59006",""
"Belgium","1981","Female","0","1982","59794",""
"Belgium","1982","Female","0","1984","58913",""
"Belgium","1983","Female","0","1985","58291",""
"Belgium","1984","Female","0","1986","58468",""
"Belgium","1985","Female","0","1997","54988",""
"Belgium","1986","Female","0","1997","56022",""
"Belgium","1987","Female","0","1997","56603",""
"Belgium","1988","Female","0","1997","57813",""
"Belgium","1989","Female","0","1997","58797",""
"Belgium","1990","Female","0","1997","60319",""
"Belgium","1990","Female","0","1991","59558",""
"Belgium","1991","Female","0","1997","61256",""
"Belgium","1992","Female","0","1997","60790",""
"Belgium","1993","Female","0","1997","58560",""
"Belgium","1994","Female","0","1997","56117",""
"Belgium","1995","Female","0","1997","55955",""
"Belgium","2001","Female","0","2009","55465",""
"Belgium","2001","Female","0","2012","55987",""
"Belgium","2001","Female","0","2009","54590",""
"Belgium","2001","Female","0","2009","875",""
"Belgium","2002","Female","0","2012","55442",""
"Belgium","2003","Female","0","2012","54245",""
"Belgium","2004","Female","0","2005","54934",""
"Belgium","2006","Female","0","2006","57619",""
"Belgium","2007","Female","0","2008","59480",""
"Belgium","2007","Female","0","2008","58677",""
"Belgium","2007","Female","0","2008","803",""
"Belgium","2008","Female","0","2008","59143",""
"Belgium","2009","Female","0","2011","61782",""
"Belgium","2009","Female","0","2011","60921",""
"Belgium","2009","Female","0","2011","860",""
"Belgium","2010","Female","0","2011","61909",""
"Belgium","2011","Female","0","2015","63694",""
"Belgium","2011","Female","0","2012","63694",""
"Belgium","2011","Female","0","2013","63569",""
"Belgium","2011","Female","0","2015","62815",""
"Belgium","2011","Female","0","2013","62657",""
"Belgium","2011","Female","0","2015","879",""
"Belgium","2011","Female","0","2013","912",""
"Belgium","2012","Female","0","2013","62924",""
"Belgium","2012","Female","0","2013","62819",""
"Belgium","2013","Female","0","2013","62714",""
"Belgium","2013","Female","0","2015","61932.5",""
"Belgium","2014","Female","0","2015","61151",""
"Belgium","2014","Female","0","2015","60987",""
"Belgium","2015","Female","0","2016","60823",""
"Belgium","2015","Female","0","2017","60308","1"
"Belgium","2016","Female","0","2017","59793",""
"Belgium","1975","Female","0 - 4","1977","319199",""
"Belgium","1976","Female","0 - 4","1978","309136",""
"Belgium","1977","Female","0 - 4","1980","300669",""
"Belgium","1980","Female","0 - 4","1982","297656",""
"Belgium","1999","Female","0 - 4","2000","282674",""
"Belgium","2000","Female","0 - 4","2004","282510",""
"Belgium","2001","Female","0 - 4","2009","282139",""
"Belgium","2001","Female","0 - 4","2002","282167",""
"Belgium","2001","Female","0 - 4","2009","277680",""
"Belgium","2001","Female","0 - 4","2009","4459",""
"Belgium","2002","Female","0 - 4","2004","280942",""
"Belgium","2007","Female","0 - 4","2008","291049",""
"Belgium","2007","Female","0 - 4","2008","286715",""
"Belgium","2007","Female","0 - 4","2008","4334",""
"Belgium","2008","Female","0 - 4","2009","293556",""
"Belgium","2009","Female","0 - 4","2011","304214",""
"Belgium","2009","Female","0 - 4","2011","299845",""
"Belgium","2009","Female","0 - 4","2011","4369",""
"Belgium","2011","Female","0 - 4","2015","315328",""
"Belgium","2011","Female","0 - 4","2013","316791",""
"Belgium","2011","Female","0 - 4","2015","310881",""
"Belgium","2011","Female","0 - 4","2013","312278",""
"Belgium","2011","Female","0 - 4","2015","4447",""
"Belgium","2011","Female","0 - 4","2013","4513",""
"Belgium","2012","Female","0 - 4","2013","319052",""
"Belgium","2013","Female","0 - 4","2015","318739.5",""
"Belgium","2014","Female","0 - 4","2015","316517.5",""
"Belgium","2014","Female","0 - 4","2015","317721",""
"Belgium","2015","Female","0 - 4","2017","313483","1"
"Belgium","2015","Female","0 - 4","2016","315314",""
"Belgium","2016","Female","0 - 4","2017","311652",""
"Belgium","1968","Female","0 - 14","1973","1117443",""
"Belgium","1961","Female","1","1967","73863",""
"Belgium","1970","Female","1","1973","67950",""
"Belgium","1971","Female","1","1973","68009",""
"Belgium","1973","Female","1","1975","65226",""
"Belgium","1979","Female","1","1980","58716",""
"Belgium","1980","Female","1","1981","58716",""
"Belgium","1981","Female","1","1982","60051",""
"Belgium","1982","Female","1","1984","59683",""
"Belgium","1983","Female","1","1985","58501",""
"Belgium","1984","Female","1","1986","57941",""
"Belgium","2001","Female","1","2009","56159",""
"Belgium","2001","Female","1","2012","55779",""
"Belgium","2001","Female","1","2009","55255",""
"Belgium","2001","Female","1","2009","904",""
"Belgium","2002","Female","1","2012","56409",""
"Belgium","2003","Female","1","2012","56009",""
"Belgium","2004","Female","1","2005","54732",""
"Belgium","2006","Female","1","2006","57077",""
"Belgium","2007","Female","1","2008","59467",""
"Belgium","2008","Female","1","2008","60355",""
"Belgium","2009","Female","1","2011","61657.5",""
"Belgium","2010","Female","1","2011","62366",""
"Belgium","2011","Female","1","2015","63241",""
"Belgium","2011","Female","1","2012","63241",""
"Belgium","2011","Female","1","2013","63636",""
"Belgium","2011","Female","1","2015","62321",""
"Belgium","2011","Female","1","2015","920",""
"Belgium","2012","Female","1","2013","63994",""
"Belgium","2012","Female","1","2013","64437",""
"Belgium","2013","Female","1","2015","63346",""
"Belgium","2013","Female","1","2013","63551",""
"Belgium","2014","Female","1","2015","62387",""
"Belgium","2014","Female","1","2015","63141",""
"Belgium","2015","Female","1","2017","61562","1"
"Belgium","2015","Female","1","2016","61633",""
"Belgium","2016","Female","1","2017","61491",""
"Belgium","1948","Female","1 - 4","1960","251478",""
"Belgium","1949","Female","1 - 4","1960","262575",""
"Belgium","1950","Female","1 - 4","1960","271764",""
"Belgium","1951","Female","1 - 4","1960","274738",""
"Belgium","1952","Female","1 - 4","1960","271836",""
"Belgium","1953","Female","1 - 4","1955","270223",""
"Belgium","1954","Female","1 - 4","1956","269967",""
"Belgium","1955","Female","1 - 4","1957","271263",""
"Belgium","1956","Female","1 - 4","1958","274853",""
"Belgium","1957","Female","1 - 4","1959","279065",""
"Belgium","1958","Female","1 - 4","1960","283007",""
"Belgium","1959","Female","1 - 4","1966","286846",""
"Belgium","1960","Female","1 - 4","1961","291485",""
"Belgium","1961","Female","1 - 4","1967","297294",""
"Belgium","1962","Female","1 - 4","1966","297960",""
"Belgium","1963","Female","1 - 4","1965","300017",""
"Belgium","1964","Female","1 - 4","1966","300900",""
"Belgium","1965","Female","1 - 4","1978","303817",""
"Belgium","1966","Female","1 - 4","1973","305519",""
"Belgium","1966","Female","1 - 4","1968","304878",""
"Belgium","1967","Female","1 - 4","1969","304055",""
"Belgium","1967","Female","1 - 4","1969","303233",""
"Belgium","1969","Female","1 - 4","1973","291612",""
"Belgium","1970","Female","1 - 4","1973","279596",""
"Belgium","1971","Female","1 - 4","1975","277542",""
"Belgium","1971","Female","1 - 4","1973","275489",""
"Belgium","1972","Female","1 - 4","1978","273028",""
"Belgium","1973","Female","1 - 4","1975","269686",""
"Belgium","1974","Female","1 - 4","1976","267237",""
"Belgium","1977","Female","1 - 4","1978","245951",""
"Belgium","1978","Female","1 - 4","1980","236124",""
"Belgium","1979","Female","1 - 4","1981","233511",""
"Belgium","1981","Female","1 - 4","1982","238004",""
"Belgium","1982","Female","1 - 4","1984","238178",""
"Belgium","1983","Female","1 - 4","1985","237542",""
"Belgium","1984","Female","1 - 4","1986","236536",""
"Belgium","1985","Female","1 - 4","1997","229253",""
"Belgium","1986","Female","1 - 4","1997","224983",""
"Belgium","1987","Female","1 - 4","1997","225785",""
"Belgium","1988","Female","1 - 4","1997","227085",""
"Belgium","1989","Female","1 - 4","1997","229298",""
"Belgium","1990","Female","1 - 4","1991","231442",""
"Belgium","1990","Female","1 - 4","1997","233586",""
"Belgium","1991","Female","1 - 4","1997","237654",""
"Belgium","1992","Female","1 - 4","1997","242290",""
"Belgium","1993","Female","1 - 4","1997","244759",""
"Belgium","1994","Female","1 - 4","1997","244298",""
"Belgium","1995","Female","1 - 4","1997","239214",""
"Belgium","2001","Female","1 - 4","2009","226674",""
"Belgium","2001","Female","1 - 4","2009","223090",""
"Belgium","2001","Female","1 - 4","2009","3584",""
"Belgium","2004","Female","1 - 4","2005","224619",""
"Belgium","2006","Female","1 - 4","2008","225881",""
"Belgium","2007","Female","1 - 4","2008","231569",""
"Belgium","2007","Female","1 - 4","2008","228038",""
"Belgium","2007","Female","1 - 4","2008","3531",""
"Belgium","2008","Female","1 - 4","2009","234413",""
"Belgium","2009","Female","1 - 4","2011","242432",""
"Belgium","2009","Female","1 - 4","2011","238923.5",""
"Belgium","2009","Female","1 - 4","2011","3508.5",""
"Belgium","2011","Female","1 - 4","2013","253222",""
"Belgium","2011","Female","1 - 4","2013","249621",""
"Belgium","2011","Female","1 - 4","2013","3601",""
"Belgium","2012","Female","1 - 4","2013","256233",""
"Belgium","2013","Female","1 - 4","2015","256807",""
"Belgium","2014","Female","1 - 4","2015","255530.5",""
"Belgium","2014","Female","1 - 4","2015","256570",""
"Belgium","2015","Female","1 - 4","2017","253175","1"
"Belgium","2015","Female","1 - 4","2016","254491",""
"Belgium","2016","Female","1 - 4","2017","251859",""
"Belgium","1961","Female","2","1967","75774",""
"Belgium","1970","Female","2","1973","68602",""
"Belgium","1971","Female","2","1973","68230",""
"Belgium","1973","Female","2","1975","67709",""
"Belgium","1979","Female","2","1980","58414",""
"Belgium","1980","Female","2","1981","58414",""
"Belgium","1981","Female","2","1982","59632",""
"Belgium","1982","Female","2","1984","59674",""
"Belgium","1983","Female","2","1985","60217",""
"Belgium","1984","Female","2","1986","59035",""
"Belgium","2001","Female","2","2009","56242",""
"Belgium","2001","Female","2","2012","56124",""
"Belgium","2001","Female","2","2009","55384",""
"Belgium","2001","Female","2","2009","858",""
"Belgium","2002","Female","2","2012","56069",""
"Belgium","2003","Female","2","2012","56745",""
"Belgium","2004","Female","2","2005","56272",""
"Belgium","2006","Female","2","2006","56161",""
"Belgium","2007","Female","2","2008","58736",""
"Belgium","2008","Female","2","2008","58899",""
"Belgium","2009","Female","2","2011","61208.5",""
"Belgium","2010","Female","2","2011","61537",""
"Belgium","2011","Female","2","2015","63440",""
"Belgium","2011","Female","2","2012","63440",""
"Belgium","2011","Female","2","2013","63372",""
"Belgium","2011","Female","2","2015","62565",""
"Belgium","2011","Female","2","2015","875",""
"Belgium","2012","Female","2","2013","63859",""
"Belgium","2012","Female","2","2013","64335.5",""
"Belgium","2013","Female","2","2013","64812",""
"Belgium","2013","Female","2","2015","64326",""
"Belgium","2014","Female","2","2015","63840",""
"Belgium","2014","Female","2","2015","63677.5",""
"Belgium","2015","Female","2","2016","63515",""
"Belgium","2015","Female","2","2017","62809","1"
"Belgium","2016","Female","2","2017","62103",""
"Belgium","1961","Female","3","1967","74281",""
"Belgium","1970","Female","3","1973","70136",""
"Belgium","1971","Female","3","1973","68885",""
"Belgium","1973","Female","3","1975","68247",""
"Belgium","1979","Female","3","1980","58267",""
"Belgium","1980","Female","3","1981","58267",""
"Belgium","1981","Female","3","1982","59688",""
"Belgium","1982","Female","3","1984","59360",""
"Belgium","1983","Female","3","1985","59563",""
"Belgium","1984","Female","3","1986","60090",""
"Belgium","2001","Female","3","2009","56363",""
"Belgium","2001","Female","3","2012","57140",""
"Belgium","2001","Female","3","2009","55445",""
"Belgium","2001","Female","3","2009","918",""
"Belgium","2002","Female","3","2012","56444",""
"Belgium","2003","Female","3","2012","56409",""
"Belgium","2004","Female","3","2005","57006",""
"Belgium","2006","Female","3","2006","55614",""
"Belgium","2007","Female","3","2008","56899",""
"Belgium","2008","Female","3","2008","58129",""
"Belgium","2009","Female","3","2011","60364.5",""
"Belgium","2010","Female","3","2011","61341",""
"Belgium","2011","Female","3","2015","62553",""
"Belgium","2011","Female","3","2012","62553",""
"Belgium","2011","Female","3","2013","64041",""
"Belgium","2011","Female","3","2015","61712",""
"Belgium","2011","Female","3","2015","841",""
"Belgium","2012","Female","3","2013","64141.5",""
"Belgium","2012","Female","3","2013","64008",""
"Belgium","2013","Female","3","2015","64660.5",""
"Belgium","2013","Female","3","2013","64275",""
"Belgium","2014","Female","3","2015","64560",""
"Belgium","2014","Female","3","2015","65046",""
"Belgium","2015","Female","3","2016","64074",""
"Belgium","2015","Female","3","2017","63979","1"
"Belgium","2016","Female","3","2017","63884",""
"Belgium","1961","Female","4","1967","73376",""
"Belgium","1970","Female","4","1973","72908",""
"Belgium","1971","Female","4","1973","70365",""
"Belgium","1973","Female","4","1975","68504",""
"Belgium","1979","Female","4","1980","57800",""
"Belgium","1980","Female","4","1981","57800",""
"Belgium","1981","Female","4","1982","58633",""
"Belgium","1982","Female","4","1984","59461",""
"Belgium","1983","Female","4","1985","59261",""
"Belgium","1984","Female","4","1986","59470",""
"Belgium","2001","Female","4","2009","57910",""
"Belgium","2001","Female","4","2012","57510",""
"Belgium","2001","Female","4","2009","57006",""
"Belgium","2001","Female","4","2009","904",""
"Belgium","2002","Female","4","2012","57430",""
"Belgium","2003","Female","4","2012","56681",""
"Belgium","2004","Female","4","2005","56609",""
"Belgium","2006","Female","4","2006","57029",""
"Belgium","2007","Female","4","2008","56467",""
"Belgium","2008","Female","4","2008","57030",""
"Belgium","2009","Female","4","2011","59201",""
"Belgium","2010","Female","4","2011","59827",""
"Belgium","2011","Female","4","2015","62400",""
"Belgium","2011","Female","4","2012","62400",""
"Belgium","2011","Female","4","2013","62173",""
"Belgium","2011","Female","4","2015","61468",""
"Belgium","2011","Female","4","2015","932",""
"Belgium","2012","Female","4","2013","63118",""
"Belgium","2012","Female","4","2013","63762",""
"Belgium","2013","Female","4","2013","64406",""
"Belgium","2013","Female","4","2015","64474.5",""
"Belgium","2014","Female","4","2015","64543",""
"Belgium","2014","Female","4","2015","64906",""
"Belgium","2015","Female","4","2016","65269",""
"Belgium","2015","Female","4","2017","64825","1"
"Belgium","2016","Female","4","2017","64381",""
"Belgium","1961","Female","5","1967","72522",""
"Belgium","1970","Female","5","1973","75400",""
"Belgium","1971","Female","5","1973","73193",""
"Belgium","1973","Female","5","1975","69175",""
"Belgium","1979","Female","5","1980","59551",""
"Belgium","1980","Female","5","1981","59551",""
"Belgium","1981","Female","5","1982","58123",""
"Belgium","1982","Female","5","1984","59114",""
"Belgium","1983","Female","5","1985","59431",""
"Belgium","1984","Female","5","1986","59219",""
"Belgium","2001","Female","5","2009","57362",""
"Belgium","2001","Female","5","2012","56914",""
"Belgium","2001","Female","5","2009","56467",""
"Belgium","2001","Female","5","2009","895",""
"Belgium","2002","Female","5","2012","57775",""
"Belgium","2003","Female","5","2012","57665",""
"Belgium","2004","Female","5","2005","56916",""
"Belgium","2006","Female","5","2006","57667",""
"Belgium","2007","Female","5","2008","56605",""
"Belgium","2008","Female","5","2008","56400",""
"Belgium","2009","Female","5","2011","58229",""
"Belgium","2010","Female","5","2011","59055",""
"Belgium","2011","Female","5","2015","60731",""
"Belgium","2011","Female","5","2012","60731",""
"Belgium","2011","Female","5","2013","61857",""
"Belgium","2011","Female","5","2015","59814",""
"Belgium","2011","Female","5","2015","917",""
"Belgium","2012","Female","5","2013","63180",""
"Belgium","2012","Female","5","2013","62920",""
"Belgium","2013","Female","5","2015","64012",""
"Belgium","2013","Female","5","2013","63440",""
"Belgium","2014","Female","5","2015","64741",""
"Belgium","2014","Female","5","2015","64584",""
"Belgium","2015","Female","5","2016","64898",""
"Belgium","2015","Female","5","2017","65247","1"
"Belgium","2016","Female","5","2017","65596",""
"Belgium","1948","Female","5 - 9","1960","261320",""
"Belgium","1949","Female","5 - 9","1960","261687",""
"Belgium","1950","Female","5 - 9","1960","266768",""
"Belgium","1951","Female","5 - 9","1960","282780",""
"Belgium","1952","Female","5 - 9","1960","304653",""
"Belgium","1953","Female","5 - 9","1955","320551",""
"Belgium","1954","Female","5 - 9","1956","331083",""
"Belgium","1955","Female","5 - 9","1957","339524",""
"Belgium","1956","Female","5 - 9","1958","341859",""
"Belgium","1957","Female","5 - 9","1959","341357",""
"Belgium","1958","Female","5 - 9","1960","343025",""
"Belgium","1959","Female","5 - 9","1966","344532",""
"Belgium","1960","Female","5 - 9","1961","348666",""
"Belgium","1961","Female","5 - 9","1967","354902",""
"Belgium","1962","Female","5 - 9","1966","357310",""
"Belgium","1963","Female","5 - 9","1965","361782",""
"Belgium","1964","Female","5 - 9","1966","367685",""
"Belgium","1965","Female","5 - 9","1978","372566",""
"Belgium","1966","Female","5 - 9","1973","376535",""
"Belgium","1966","Female","5 - 9","1968","378710",""
"Belgium","1967","Female","5 - 9","1969","380531",""
"Belgium","1967","Female","5 - 9","1969","379621",""
"Belgium","1969","Female","5 - 9","1973","383569",""
"Belgium","1970","Female","5 - 9","1973","385561",""
"Belgium","1971","Female","5 - 9","1975","383802",""
"Belgium","1971","Female","5 - 9","1973","382043",""
"Belgium","1972","Female","5 - 9","1978","376640",""
"Belgium","1973","Female","5 - 9","1975","368238",""
"Belgium","1974","Female","5 - 9","1976","363373",""
"Belgium","1975","Female","5 - 9","1977","355364",""
"Belgium","1976","Female","5 - 9","1978","349516",""
"Belgium","1977","Female","5 - 9","1978","346811",""
"Belgium","1977","Female","5 - 9","1980","344311",""
"Belgium","1978","Female","5 - 9","1980","338546",""
"Belgium","1979","Female","5 - 9","1981","330593",""
"Belgium","1980","Female","5 - 9","1982","314007",""
"Belgium","1981","Female","5 - 9","1982","314157",""
"Belgium","1982","Female","5 - 9","1984","302656",""
"Belgium","1983","Female","5 - 9","1985","297364",""
"Belgium","1984","Female","5 - 9","1986","294781",""
"Belgium","1985","Female","5 - 9","1997","296504",""
"Belgium","1986","Female","5 - 9","1997","297147",""
"Belgium","1987","Female","5 - 9","1997","298389",""
"Belgium","1988","Female","5 - 9","1997","296947",""
"Belgium","1989","Female","5 - 9","1997","294533",""
"Belgium","1990","Female","5 - 9","1991","292484",""
"Belgium","1990","Female","5 - 9","1997","290435",""
"Belgium","1991","Female","5 - 9","1997","288042",""
"Belgium","1992","Female","5 - 9","1997","287746",""
"Belgium","1993","Female","5 - 9","1997","290064",""
"Belgium","1994","Female","5 - 9","1997","293561",""
"Belgium","1995","Female","5 - 9","1997","298410",""
"Belgium","1999","Female","5 - 9","2000","304950",""
"Belgium","2000","Female","5 - 9","2004","300932",""
"Belgium","2001","Female","5 - 9","2009","295004",""
"Belgium","2001","Female","5 - 9","2002","296456",""
"Belgium","2001","Female","5 - 9","2009","290278",""
"Belgium","2001","Female","5 - 9","2009","4726",""
"Belgium","2002","Female","5 - 9","2004","292681",""
"Belgium","2004","Female","5 - 9","2005","288378",""
"Belgium","2006","Female","5 - 9","2006","289734",""
"Belgium","2007","Female","5 - 9","2008","288679",""
"Belgium","2007","Female","5 - 9","2008","283949",""
"Belgium","2007","Female","5 - 9","2008","4730",""
"Belgium","2008","Female","5 - 9","2009","288713",""
"Belgium","2009","Female","5 - 9","2011","290476",""
"Belgium","2009","Female","5 - 9","2011","285790.5",""
"Belgium","2009","Female","5 - 9","2011","4685.5",""
"Belgium","2011","Female","5 - 9","2015","296765",""
"Belgium","2011","Female","5 - 9","2013","298942",""
"Belgium","2011","Female","5 - 9","2015","292069",""
"Belgium","2011","Female","5 - 9","2013","294243",""
"Belgium","2011","Female","5 - 9","2015","4696",""
"Belgium","2011","Female","5 - 9","2013","4699",""
"Belgium","2012","Female","5 - 9","2013","304948",""
"Belgium","2013","Female","5 - 9","2015","310941",""
"Belgium","2014","Female","5 - 9","2015","316461",""
"Belgium","2014","Female","5 - 9","2015","313960",""
"Belgium","2015","Female","5 - 9","2017","321383","1"
"Belgium","2015","Female","5 - 9","2016","318962",""
"Belgium","2016","Female","5 - 9","2017","323804",""
"Belgium","1961","Female","6","1967","71921",""
"Belgium","1970","Female","6","1973","78588",""
"Belgium","1971","Female","6","1973","75574",""
"Belgium","1973","Female","6","1975","70659",""
"Belgium","1979","Female","6","1980","63166",""
"Belgium","1980","Female","6","1981","63166",""
"Belgium","1981","Female","6","1982","60016",""
"Belgium","1982","Female","6","1984","58348",""
"Belgium","1983","Female","6","1985","58986",""
"Belgium","1984","Female","6","1986","59337",""
"Belgium","2001","Female","6","2009","57169",""
"Belgium","2001","Female","6","2012","57031",""
"Belgium","2001","Female","6","2009","56269",""
"Belgium","2001","Female","6","2009","900",""
"Belgium","2002","Female","6","2012","57168",""
"Belgium","2003","Female","6","2012","57989",""
"Belgium","2004","Female","6","2005","57879",""
"Belgium","2006","Female","6","2006","57275",""
"Belgium","2007","Female","6","2008","57746",""
"Belgium","2008","Female","6","2008","57768",""
"Belgium","2009","Female","6","2011","57284.5",""
"Belgium","2010","Female","6","2011","57797",""
"Belgium","2011","Female","6","2015","60017",""
"Belgium","2011","Female","6","2012","60017",""
"Belgium","2011","Female","6","2013","61017",""
"Belgium","2011","Female","6","2015","59073",""
"Belgium","2011","Female","6","2015","944",""
"Belgium","2012","Female","6","2013","61138",""
"Belgium","2012","Female","6","2013","62191",""
"Belgium","2013","Female","6","2013","63244",""
"Belgium","2013","Female","6","2015","63439",""
"Belgium","2014","Female","6","2015","63634",""
"Belgium","2014","Female","6","2015","64238",""
"Belgium","2015","Female","6","2017","64980","1"
"Belgium","2015","Female","6","2016","64842",""
"Belgium","2016","Female","6","2017","65118",""
"Belgium","1961","Female","7","1967","71145",""
"Belgium","1970","Female","7","1973","77868",""
"Belgium","1971","Female","7","1973","78776",""
"Belgium","1973","Female","7","1975","73486",""
"Belgium","1979","Female","7","1980","65712",""
"Belgium","1980","Female","7","1981","65712",""
"Belgium","1981","Female","7","1982","62519",""
"Belgium","1982","Female","7","1984","59146",""
"Belgium","1983","Female","7","1985","58334",""
"Belgium","1984","Female","7","1986","58960",""
"Belgium","2001","Female","7","2009","57499",""
"Belgium","2001","Female","7","2012","59754",""
"Belgium","2001","Female","7","2009","56587",""
"Belgium","2001","Female","7","2009","912",""
"Belgium","2002","Female","7","2012","57303",""
"Belgium","2003","Female","7","2012","57419",""
"Belgium","2004","Female","7","2005","58216",""
"Belgium","2006","Female","7","2006","57514",""
"Belgium","2007","Female","7","2008","58036",""
