"Country or Area","Year","Sex","Age","Source Year","Value","Value Footnotes"
"Belgium","2013","Female","45","2013","77217",""
"Belgium","2014","Female","45","2015","77513",""
"Belgium","2014","Female","45","2015","77474",""
"Belgium","2015","Female","45","2016","77552",""
"Belgium","2015","Female","45","2017","77919.5","1"
"Belgium","2016","Female","45","2017","78287",""
"Belgium","1948","Female","45 - 49","1960","324399",""
"Belgium","1949","Female","45 - 49","1960","327635",""
"Belgium","1950","Female","45 - 49","1960","328775",""
"Belgium","1951","Female","45 - 49","1960","328060",""
"Belgium","1952","Female","45 - 49","1960","326819",""
"Belgium","1953","Female","45 - 49","1955","326465",""
"Belgium","1954","Female","45 - 49","1956","325201",""
"Belgium","1955","Female","45 - 49","1957","322983",""
"Belgium","1956","Female","45 - 49","1958","320326",""
"Belgium","1957","Female","45 - 49","1959","317945",""
"Belgium","1958","Female","45 - 49","1960","316344",""
"Belgium","1959","Female","45 - 49","1966","314464",""
"Belgium","1960","Female","45 - 49","1961","307751",""
"Belgium","1961","Female","45 - 49","1967","279184",""
"Belgium","1962","Female","45 - 49","1966","267810",""
"Belgium","1963","Female","45 - 49","1965","240694",""
"Belgium","1964","Female","45 - 49","1966","223218",""
"Belgium","1965","Female","45 - 49","1978","226873",""
"Belgium","1966","Female","45 - 49","1973","248379",""
"Belgium","1966","Female","45 - 49","1968","261336",""
"Belgium","1967","Female","45 - 49","1969","275603",""
"Belgium","1967","Female","45 - 49","1969","289869",""
"Belgium","1968","Female","45 - 49","1973","304635",""
"Belgium","1969","Female","45 - 49","1973","326785",""
"Belgium","1970","Female","45 - 49","1973","330538",""
"Belgium","1971","Female","45 - 49","1973","328376",""
"Belgium","1971","Female","45 - 49","1975","329457",""
"Belgium","1972","Female","45 - 49","1978","326012",""
"Belgium","1973","Female","45 - 49","1975","323163",""
"Belgium","1974","Female","45 - 49","1976","321960",""
"Belgium","1975","Female","45 - 49","1977","321165",""
"Belgium","1976","Female","45 - 49","1978","321896",""
"Belgium","1977","Female","45 - 49","1980","322696",""
"Belgium","1977","Female","45 - 49","1978","322219",""
"Belgium","1978","Female","45 - 49","1980","321507",""
"Belgium","1979","Female","45 - 49","1981","318295",""
"Belgium","1980","Female","45 - 49","1982","305368",""
"Belgium","1981","Female","45 - 49","1982","305514",""
"Belgium","1982","Female","45 - 49","1984","295514",""
"Belgium","1983","Female","45 - 49","1985","292361",""
"Belgium","1984","Female","45 - 49","1986","291943",""
"Belgium","1985","Female","45 - 49","1997","286152",""
"Belgium","1986","Female","45 - 49","1997","275854",""
"Belgium","1987","Female","45 - 49","1997","267440",""
"Belgium","1988","Female","45 - 49","1997","265943",""
"Belgium","1989","Female","45 - 49","1997","267656",""
"Belgium","1990","Female","45 - 49","1997","275127",""
"Belgium","1990","Female","45 - 49","1991","271391",""
"Belgium","1991","Female","45 - 49","1997","297947",""
"Belgium","1992","Female","45 - 49","1997","317204",""
"Belgium","1993","Female","45 - 49","1997","330171",""
"Belgium","1994","Female","45 - 49","1997","338887",""
"Belgium","1995","Female","45 - 49","1997","348006",""
"Belgium","1999","Female","45 - 49","2000","350921",""
"Belgium","2000","Female","45 - 49","2004","355728",""
"Belgium","2001","Female","45 - 49","2009","364162",""
"Belgium","2001","Female","45 - 49","2002","361923",""
"Belgium","2001","Female","45 - 49","2009","359612",""
"Belgium","2001","Female","45 - 49","2009","4550",""
"Belgium","2002","Female","45 - 49","2004","368223",""
"Belgium","2004","Female","45 - 49","2005","377481",""
"Belgium","2006","Female","45 - 49","2006","388582",""
"Belgium","2007","Female","45 - 49","2008","396219",""
"Belgium","2007","Female","45 - 49","2008","390783",""
"Belgium","2007","Female","45 - 49","2008","5436",""
"Belgium","2008","Female","45 - 49","2009","397943",""
"Belgium","2009","Female","45 - 49","2011","404161",""
"Belgium","2009","Female","45 - 49","2011","399668",""
"Belgium","2009","Female","45 - 49","2011","4493",""
"Belgium","2011","Female","45 - 49","2015","409340",""
"Belgium","2011","Female","45 - 49","2013","409303",""
"Belgium","2011","Female","45 - 49","2015","403487",""
"Belgium","2011","Female","45 - 49","2013","403360",""
"Belgium","2011","Female","45 - 49","2015","5853",""
"Belgium","2011","Female","45 - 49","2013","5943",""
"Belgium","2012","Female","45 - 49","2013","406369",""
"Belgium","2013","Female","45 - 49","2015","401970.5",""
"Belgium","2014","Female","45 - 49","2015","396059.5",""
"Belgium","2014","Female","45 - 49","2015","399326",""
"Belgium","2015","Female","45 - 49","2017","391285","1"
"Belgium","2015","Female","45 - 49","2016","392793",""
"Belgium","2016","Female","45 - 49","2017","389777",""
"Belgium","1961","Female","46","1967","51397",""
"Belgium","1970","Female","46","1973","66005",""
"Belgium","1971","Female","46","1973","66350",""
"Belgium","1973","Female","46","1975","63026",""
"Belgium","1979","Female","46","1980","60627",""
"Belgium","1980","Female","46","1981","60627",""
"Belgium","1981","Female","46","1982","59698",""
"Belgium","1982","Female","46","1984","57752",""
"Belgium","1983","Female","46","1985","57628",""
"Belgium","1984","Female","46","1986","58925",""
"Belgium","2001","Female","46","2009","74847",""
"Belgium","2001","Female","46","2012","73190",""
"Belgium","2001","Female","46","2009","73904",""
"Belgium","2001","Female","46","2009","943",""
"Belgium","2002","Female","46","2012","74831",""
"Belgium","2003","Female","46","2012","75654",""
"Belgium","2004","Female","46","2005","76326",""
"Belgium","2006","Female","46","2006","79992",""
"Belgium","2007","Female","46","2008","79714",""
"Belgium","2008","Female","46","2008","80670",""
"Belgium","2009","Female","46","2011","81126.5",""
"Belgium","2010","Female","46","2011","82079",""
"Belgium","2011","Female","46","2015","83974",""
"Belgium","2011","Female","46","2012","83974",""
"Belgium","2011","Female","46","2013","82940",""
"Belgium","2011","Female","46","2015","82781",""
"Belgium","2011","Female","46","2015","1193",""
"Belgium","2012","Female","46","2013","81296",""
"Belgium","2012","Female","46","2013","80477.5",""
"Belgium","2013","Female","46","2013","79659",""
"Belgium","2013","Female","46","2015","78439.5",""
"Belgium","2014","Female","46","2015","77220",""
"Belgium","2014","Female","46","2015","77353",""
"Belgium","2015","Female","46","2017","77490","1"
"Belgium","2015","Female","46","2016","77486",""
"Belgium","2016","Female","46","2017","77494",""
"Belgium","1961","Female","47","1967","61271",""
"Belgium","1970","Female","47","1973","66495",""
"Belgium","1971","Female","47","1973","65775",""
"Belgium","1973","Female","47","1975","64770",""
"Belgium","1979","Female","47","1980","64163",""
"Belgium","1980","Female","47","1981","64163",""
"Belgium","1981","Female","47","1982","60029",""
"Belgium","1982","Female","47","1984","58711",""
"Belgium","1983","Female","47","1985","57659",""
"Belgium","1984","Female","47","1986","57532",""
"Belgium","2001","Female","47","2009","72412",""
"Belgium","2001","Female","47","2012","71241",""
"Belgium","2001","Female","47","2009","71578",""
"Belgium","2001","Female","47","2009","834",""
"Belgium","2002","Female","47","2012","73137",""
"Belgium","2003","Female","47","2012","74765",""
"Belgium","2004","Female","47","2005","75592",""
"Belgium","2006","Female","47","2006","77800",""
"Belgium","2007","Female","47","2008","79824",""
"Belgium","2008","Female","47","2008","79282",""
"Belgium","2009","Female","47","2011","80523",""
"Belgium","2010","Female","47","2011","80333",""
"Belgium","2011","Female","47","2015","82452",""
"Belgium","2011","Female","47","2012","82452",""
"Belgium","2011","Female","47","2013","83505",""
"Belgium","2011","Female","47","2015","81279",""
"Belgium","2011","Female","47","2015","1173",""
"Belgium","2012","Female","47","2013","82671.5",""
"Belgium","2012","Female","47","2013","84063",""
"Belgium","2013","Female","47","2015","80407",""
"Belgium","2013","Female","47","2013","81280",""
"Belgium","2014","Female","47","2015","78374",""
"Belgium","2014","Female","47","2015","79534",""
"Belgium","2015","Female","47","2016","77214",""
"Belgium","2015","Female","47","2017","77362","1"
"Belgium","2016","Female","47","2017","77510",""
"Belgium","1961","Female","48","1967","61987",""
"Belgium","1970","Female","48","1973","64987",""
"Belgium","1971","Female","48","1973","66351",""
"Belgium","1973","Female","48","1975","65931",""
"Belgium","1979","Female","48","1980","65227",""
"Belgium","1980","Female","48","1981","65227",""
"Belgium","1981","Female","48","1982","62917",""
"Belgium","1982","Female","48","1984","59666",""
"Belgium","1983","Female","48","1985","58535",""
"Belgium","1984","Female","48","1986","57482",""
"Belgium","2001","Female","48","2009","71265",""
"Belgium","2001","Female","48","2012","70722",""
"Belgium","2001","Female","48","2009","70355",""
"Belgium","2001","Female","48","2009","910",""
"Belgium","2002","Female","48","2012","71177",""
"Belgium","2003","Female","48","2012","73097",""
"Belgium","2004","Female","48","2005","74725",""
"Belgium","2006","Female","48","2006","76277",""
"Belgium","2007","Female","48","2008","79356",""
"Belgium","2008","Female","48","2008","80044",""
"Belgium","2009","Female","48","2011","80053",""
"Belgium","2010","Female","48","2011","80790",""
"Belgium","2011","Female","48","2015","80664",""
"Belgium","2011","Female","48","2012","80664",""
"Belgium","2011","Female","48","2013","81469",""
"Belgium","2011","Female","48","2015","79527",""
"Belgium","2011","Female","48","2015","1137",""
"Belgium","2012","Female","48","2013","82502",""
"Belgium","2012","Female","48","2013","83246.5",""
"Belgium","2013","Female","48","2013","83991",""
"Belgium","2013","Female","48","2015","82585.5",""
"Belgium","2014","Female","48","2015","81180",""
"Belgium","2014","Female","48","2015","80321.5",""
"Belgium","2015","Female","48","2016","79463",""
"Belgium","2015","Female","48","2017","78287","1"
"Belgium","2016","Female","48","2017","77111",""
"Belgium","1961","Female","49","1967","62681",""
"Belgium","1970","Female","49","1973","66508",""
"Belgium","1971","Female","49","1973","64724",""
"Belgium","1973","Female","49","1975","65306",""
"Belgium","1979","Female","49","1980","66413",""
"Belgium","1980","Female","49","1981","66413",""
"Belgium","1981","Female","49","1982","65235",""
"Belgium","1982","Female","49","1984","61657",""
"Belgium","1983","Female","49","1985","59525",""
"Belgium","1984","Female","49","1986","58422",""
"Belgium","2001","Female","49","2009","70374",""
"Belgium","2001","Female","49","2012","68387",""
"Belgium","2001","Female","49","2009","69486",""
"Belgium","2001","Female","49","2009","888",""
"Belgium","2002","Female","49","2012","70697",""
"Belgium","2003","Female","49","2012","71099",""
"Belgium","2004","Female","49","2005","73044",""
"Belgium","2006","Female","49","2006","75425",""
"Belgium","2007","Female","49","2008","76829",""
"Belgium","2008","Female","49","2008","77852",""
"Belgium","2009","Female","49","2011","79710.5",""
"Belgium","2010","Female","49","2011","79465",""
"Belgium","2011","Female","49","2015","81049",""
"Belgium","2011","Female","49","2012","81049",""
"Belgium","2011","Female","49","2013","80917",""
"Belgium","2011","Female","49","2015","79894",""
"Belgium","2011","Female","49","2015","1155",""
"Belgium","2012","Female","49","2013","81570",""
"Belgium","2012","Female","49","2013","80672",""
"Belgium","2013","Female","49","2015","83193",""
"Belgium","2013","Female","49","2013","82468",""
"Belgium","2014","Female","49","2015","82498",""
"Belgium","2014","Female","49","2015","83918",""
"Belgium","2015","Female","49","2016","81078",""
"Belgium","2015","Female","49","2017","80226.5","1"
"Belgium","2016","Female","49","2017","79375",""
"Belgium","1961","Female","50","1967","59868",""
"Belgium","1970","Female","50","1973","67176",""
"Belgium","1971","Female","50","1973","66175",""
"Belgium","1973","Female","50","1975","65772",""
"Belgium","1979","Female","50","1980","62575",""
"Belgium","1980","Female","50","1981","62575",""
"Belgium","1981","Female","50","1982","65520",""
"Belgium","1982","Female","50","1984","63976",""
"Belgium","1983","Female","50","1985","61457",""
"Belgium","1984","Female","50","1986","59386",""
"Belgium","2001","Female","50","2009","68042",""
"Belgium","2001","Female","50","2012","68837",""
"Belgium","2001","Female","50","2009","67219",""
"Belgium","2001","Female","50","2009","823",""
"Belgium","2002","Female","50","2012","68319",""
"Belgium","2003","Female","50","2012","70562",""
"Belgium","2004","Female","50","2005","71003",""
"Belgium","2006","Female","50","2006","74524",""
"Belgium","2007","Female","50","2008","75259",""
"Belgium","2008","Female","50","2008","76218",""
"Belgium","2009","Female","50","2011","78907.5",""
"Belgium","2010","Female","50","2011","80030",""
"Belgium","2011","Female","50","2015","79730",""
"Belgium","2011","Female","50","2012","79729",""
"Belgium","2011","Female","50","2013","80367",""
"Belgium","2011","Female","50","2015","78620",""
"Belgium","2011","Female","50","2015","1110",""
"Belgium","2012","Female","50","2013","81036",""
"Belgium","2012","Female","50","2013","80795",""
"Belgium","2013","Female","50","2013","80554",""
"Belgium","2013","Female","50","2015","81419",""
"Belgium","2014","Female","50","2015","82284",""
"Belgium","2014","Female","50","2015","83029.5",""
"Belgium","2015","Female","50","2016","83775",""
"Belgium","2015","Female","50","2017","82383","1"
"Belgium","2016","Female","50","2017","80991",""
"Belgium","1948","Female","50 - 54","1960","292876",""
"Belgium","1949","Female","50 - 54","1960","298103",""
"Belgium","1950","Female","50 - 54","1960","303656",""
"Belgium","1951","Female","50 - 54","1960","308596",""
"Belgium","1952","Female","50 - 54","1960","313071",""
"Belgium","1953","Female","50 - 54","1955","317257",""
"Belgium","1954","Female","50 - 54","1956","320626",""
"Belgium","1955","Female","50 - 54","1957","322248",""
"Belgium","1956","Female","50 - 54","1958","322059",""
"Belgium","1957","Female","50 - 54","1959","321158",""
"Belgium","1958","Female","50 - 54","1960","321043",""
"Belgium","1959","Female","50 - 54","1966","319808",""
"Belgium","1960","Female","50 - 54","1961","317935",""
"Belgium","1961","Female","50 - 54","1967","308618",""
"Belgium","1962","Female","50 - 54","1966","310310",""
"Belgium","1963","Female","50 - 54","1965","306006",""
"Belgium","1964","Female","50 - 54","1966","304536",""
"Belgium","1965","Female","50 - 54","1978","298372",""
"Belgium","1966","Female","50 - 54","1973","283451",""
"Belgium","1966","Female","50 - 54","1968","274211",""
"Belgium","1967","Female","50 - 54","1969","261544",""
"Belgium","1967","Female","50 - 54","1969","248877",""
"Belgium","1968","Female","50 - 54","1973","236438",""
"Belgium","1969","Female","50 - 54","1973","219041",""
"Belgium","1970","Female","50 - 54","1973","230305",""
"Belgium","1971","Female","50 - 54","1975","242752",""
"Belgium","1971","Female","50 - 54","1973","255200",""
"Belgium","1972","Female","50 - 54","1978","282409",""
"Belgium","1973","Female","50 - 54","1975","311138",""
"Belgium","1974","Female","50 - 54","1976","318223",""
"Belgium","1975","Female","50 - 54","1977","324555",""
"Belgium","1976","Female","50 - 54","1978","322807",""
"Belgium","1977","Female","50 - 54","1980","320349",""
"Belgium","1977","Female","50 - 54","1978","321812",""
"Belgium","1978","Female","50 - 54","1980","317451",""
"Belgium","1979","Female","50 - 54","1981","314957",""
"Belgium","1980","Female","50 - 54","1982","314191",""
"Belgium","1981","Female","50 - 54","1982","314341",""
"Belgium","1982","Female","50 - 54","1984","315647",""
"Belgium","1983","Female","50 - 54","1985","315000",""
"Belgium","1984","Female","50 - 54","1986","311954",""
"Belgium","1985","Female","50 - 54","1997","301140",""
"Belgium","1986","Female","50 - 54","1997","293394",""
"Belgium","1987","Female","50 - 54","1997","286309",""
"Belgium","1988","Female","50 - 54","1997","286756",""
"Belgium","1989","Female","50 - 54","1997","285548",""
"Belgium","1990","Female","50 - 54","1991","283318",""
"Belgium","1990","Female","50 - 54","1997","281084",""
"Belgium","1991","Female","50 - 54","1997","271260",""
"Belgium","1992","Female","50 - 54","1997","264820",""
"Belgium","1993","Female","50 - 54","1997","262843",""
"Belgium","1994","Female","50 - 54","1997","264825",""
"Belgium","1995","Female","50 - 54","1997","271989",""
"Belgium","1999","Female","50 - 54","2000","330108",""
"Belgium","2000","Female","50 - 54","2004","338957",""
"Belgium","2001","Female","50 - 54","2009","342524",""
"Belgium","2001","Female","50 - 54","2002","342981",""
"Belgium","2001","Female","50 - 54","2009","338233",""
"Belgium","2001","Female","50 - 54","2009","4291",""
"Belgium","2002","Female","50 - 54","2004","343171",""
"Belgium","2004","Female","50 - 54","2005","345395",""
"Belgium","2006","Female","50 - 54","2006","356034",""
"Belgium","2007","Female","50 - 54","2008","365875",""
"Belgium","2007","Female","50 - 54","2008","361092",""
"Belgium","2007","Female","50 - 54","2008","4783",""
"Belgium","2008","Female","50 - 54","2009","368995",""
"Belgium","2009","Female","50 - 54","2011","379649",""
"Belgium","2009","Female","50 - 54","2011","374484.5",""
"Belgium","2009","Female","50 - 54","2011","5164.5",""
"Belgium","2011","Female","50 - 54","2015","389431",""
"Belgium","2011","Female","50 - 54","2013","392162",""
"Belgium","2011","Female","50 - 54","2015","384017",""
"Belgium","2011","Female","50 - 54","2013","386692",""
"Belgium","2011","Female","50 - 54","2015","5414",""
"Belgium","2011","Female","50 - 54","2013","5470",""
"Belgium","2012","Female","50 - 54","2013","396764.5",""
"Belgium","2013","Female","50 - 54","2015","400428.5",""
"Belgium","2014","Female","50 - 54","2015","403910.5",""
"Belgium","2014","Female","50 - 54","2015","402256",""
"Belgium","2015","Female","50 - 54","2017","406046.5","1"
"Belgium","2015","Female","50 - 54","2016","405565",""
"Belgium","2016","Female","50 - 54","2017","406528",""
"Belgium","1961","Female","51","1967","61768",""
"Belgium","1970","Female","51","1973","50296",""
"Belgium","1971","Female","51","1973","66893",""
"Belgium","1973","Female","51","1975","64123",""
"Belgium","1979","Female","51","1980","62660",""
"Belgium","1980","Female","51","1981","62660",""
"Belgium","1981","Female","51","1982","63187",""
"Belgium","1982","Female","51","1984","64888",""
"Belgium","1983","Female","51","1985","63801",""
"Belgium","1984","Female","51","1986","61335",""
"Belgium","2001","Female","51","2009","68659",""
"Belgium","2001","Female","51","2012","68089",""
"Belgium","2001","Female","51","2009","67787",""
"Belgium","2001","Female","51","2009","872",""
"Belgium","2002","Female","51","2012","68705",""
"Belgium","2003","Female","51","2012","68144",""
"Belgium","2004","Female","51","2005","70450",""
"Belgium","2006","Female","51","2006","72844",""
"Belgium","2007","Female","51","2008","75009",""
"Belgium","2008","Female","51","2008","75279",""
"Belgium","2009","Female","51","2011","76998.5",""
"Belgium","2010","Female","51","2011","77801",""
"Belgium","2011","Female","51","2015","80259",""
"Belgium","2011","Female","51","2012","80260",""
"Belgium","2011","Female","51","2013","80068",""
"Belgium","2011","Female","51","2015","79115",""
"Belgium","2011","Female","51","2015","1144",""
"Belgium","2012","Female","51","2013","80297",""
"Belgium","2012","Female","51","2013","79701",""
"Belgium","2013","Female","51","2015","80627.5",""
"Belgium","2013","Female","51","2013","80893",""
"Belgium","2014","Female","51","2015","81226.5",""
"Belgium","2014","Female","51","2015","80362",""
"Belgium","2015","Female","51","2017","82819","1"
"Belgium","2015","Female","51","2016","82091",""
"Belgium","2016","Female","51","2017","83547",""
"Belgium","1961","Female","52","1967","61329",""
"Belgium","1970","Female","52","1973","36263",""
"Belgium","1971","Female","52","1973","50060",""
"Belgium","1973","Female","52","1975","65495",""
"Belgium","1979","Female","52","1980","61500",""
"Belgium","1980","Female","52","1981","61500",""
"Belgium","1981","Female","52","1982","61760",""
"Belgium","1982","Female","52","1984","63698",""
"Belgium","1983","Female","52","1985","64727",""
"Belgium","1984","Female","52","1986","63616",""
"Belgium","2001","Female","52","2009","68122",""
"Belgium","2001","Female","52","2012","69300",""
"Belgium","2001","Female","52","2009","67240",""
"Belgium","2001","Female","52","2009","882",""
"Belgium","2002","Female","52","2012","67890",""
"Belgium","2003","Female","52","2012","68538",""
"Belgium","2004","Female","52","2005","67971",""
"Belgium","2006","Female","52","2006","70768",""
"Belgium","2007","Female","52","2008","73750",""
"Belgium","2008","Female","52","2008","74358",""
"Belgium","2009","Female","52","2011","75680",""
"Belgium","2010","Female","52","2011","76204",""
"Belgium","2011","Female","52","2015","77982",""
"Belgium","2011","Female","52","2012","77982",""
"Belgium","2011","Female","52","2013","79696",""
"Belgium","2011","Female","52","2015","76874",""
"Belgium","2011","Female","52","2015","1108",""
"Belgium","2012","Female","52","2013","80179",""
"Belgium","2012","Female","52","2013","79867.5",""
"Belgium","2013","Female","52","2013","79556",""
"Belgium","2013","Female","52","2015","80097.5",""
"Belgium","2014","Female","52","2015","80639",""
"Belgium","2014","Female","52","2015","80404",""
"Belgium","2015","Female","52","2016","80169",""
"Belgium","2015","Female","52","2017","81016","1"
"Belgium","2016","Female","52","2017","81863",""
"Belgium","1961","Female","53","1967","62827",""
"Belgium","1970","Female","53","1973","36233",""
"Belgium","1971","Female","53","1973","36049",""
"Belgium","1973","Female","53","1975","66240",""
"Belgium","1979","Female","53","1980","63004",""
"Belgium","1980","Female","53","1981","63004",""
"Belgium","1981","Female","53","1982","61644",""
"Belgium","1982","Female","53","1984","61877",""
"Belgium","1983","Female","53","1985","63406",""
"Belgium","1984","Female","53","1986","64455",""
"Belgium","2001","Female","53","2009","68601",""
"Belgium","2001","Female","53","2012","68628",""
"Belgium","2001","Female","53","2009","67789",""
"Belgium","2001","Female","53","2009","812",""
"Belgium","2002","Female","53","2012","69118",""
"Belgium","2003","Female","53","2012","67729",""
"Belgium","2004","Female","53","2005","68395",""
"Belgium","2006","Female","53","2006","70172",""
"Belgium","2007","Female","53","2008","71460",""
"Belgium","2008","Female","53","2008","72630",""
"Belgium","2009","Female","53","2011","74698",""
"Belgium","2010","Female","53","2011","75114",""
"Belgium","2011","Female","53","2015","76285",""
"Belgium","2011","Female","53","2012","76284",""
"Belgium","2011","Female","53","2013","76738",""
"Belgium","2011","Female","53","2015","75225",""
"Belgium","2011","Female","53","2015","1060",""
"Belgium","2012","Female","53","2013","78895",""
"Belgium","2012","Female","53","2013","77857",""
"Belgium","2013","Female","53","2015","79624",""
"Belgium","2013","Female","53","2013","79933",""
"Belgium","2014","Female","53","2015","79881",""
"Belgium","2014","Female","53","2015","79315",""
"Belgium","2015","Female","53","2016","80447",""
"Belgium","2015","Female","53","2017","80182.5","1"
"Belgium","2016","Female","53","2017","79918",""
"Belgium","1961","Female","54","1967","62826",""
"Belgium","1970","Female","54","1973","40337",""
"Belgium","1971","Female","54","1973","36023",""
"Belgium","1973","Female","54","1975","49508",""
"Belgium","1979","Female","54","1980","64159",""
"Belgium","1980","Female","54","1981","64159",""
"Belgium","1981","Female","54","1982","62230",""
"Belgium","1982","Female","54","1984","61208",""
"Belgium","1983","Female","54","1985","61609",""
"Belgium","1984","Female","54","1986","63162",""
"Belgium","2001","Female","54","2009","69100",""
"Belgium","2001","Female","54","2012","68655",""
"Belgium","2001","Female","54","2009","68198",""
"Belgium","2001","Female","54","2009","902",""
"Belgium","2002","Female","54","2012","68421",""
"Belgium","2003","Female","54","2012","68915",""
"Belgium","2004","Female","54","2005","67576",""
"Belgium","2006","Female","54","2006","67726",""
"Belgium","2007","Female","54","2008","70397",""
"Belgium","2008","Female","54","2008","70510",""
"Belgium","2009","Female","54","2011","73365",""
"Belgium","2010","Female","54","2011","74209",""
"Belgium","2011","Female","54","2015","75175",""
"Belgium","2011","Female","54","2012","75176",""
"Belgium","2011","Female","54","2013","75293",""
"Belgium","2011","Female","54","2015","74183",""
"Belgium","2011","Female","54","2015","992",""
"Belgium","2012","Female","54","2013","76155",""
"Belgium","2012","Female","54","2013","76910",""
"Belgium","2013","Female","54","2013","77665",""
"Belgium","2013","Female","54","2015","78660.5",""
"Belgium","2014","Female","54","2015","79656",""
"Belgium","2014","Female","54","2015","79369.5",""
"Belgium","2015","Female","54","2016","79083",""
"Belgium","2015","Female","54","2017","79646","1"
"Belgium","2016","Female","54","2017","80209",""
"Belgium","1961","Female","55","1967","61850",""
"Belgium","1970","Female","55","1973","49217",""
"Belgium","1971","Female","55","1973","40062",""
"Belgium","1973","Female","55","1975","35662",""
"Belgium","1979","Female","55","1980","63280",""
"Belgium","1980","Female","55","1981","63280",""
"Belgium","1981","Female","55","1982","63290",""
"Belgium","1982","Female","55","1984","61453",""
"Belgium","1983","Female","55","1985","61009",""
"Belgium","1984","Female","55","1986","61414",""
"Belgium","2001","Female","55","2009","66522",""
"Belgium","2001","Female","55","2012","58660",""
"Belgium","2001","Female","55","2009","65680",""
"Belgium","2001","Female","55","2009","842",""
"Belgium","2002","Female","55","2012","68422",""
"Belgium","2003","Female","55","2012","68171",""
"Belgium","2004","Female","55","2005","68760",""
"Belgium","2006","Female","55","2006","68032",""
"Belgium","2007","Female","55","2008","68926",""
"Belgium","2008","Female","55","2008","69827",""
"Belgium","2009","Female","55","2011","71358",""
"Belgium","2010","Female","55","2011","72394",""
"Belgium","2011","Female","55","2015","74229",""
"Belgium","2011","Female","55","2012","74229",""
"Belgium","2011","Female","55","2013","74715",""
"Belgium","2011","Female","55","2015","73190",""
"Belgium","2011","Female","55","2015","1039",""
"Belgium","2012","Female","55","2013","75411.5",""
"Belgium","2012","Female","55","2013","74960",""
"Belgium","2013","Female","55","2015","76617",""
"Belgium","2013","Female","55","2013","75863",""
"Belgium","2014","Female","55","2015","78398.5",""
"Belgium","2014","Female","55","2015","77371",""
"Belgium","2015","Female","55","2016","79426",""
"Belgium","2015","Female","55","2017","79100","1"
"Belgium","2016","Female","55","2017","78774",""
"Belgium","1948","Female","55 - 59","1960","252355",""
"Belgium","1949","Female","55 - 59","1960","257845",""
"Belgium","1950","Female","55 - 59","1960","262908",""
"Belgium","1951","Female","55 - 59","1960","269211",""
"Belgium","1952","Female","55 - 59","1960","276427",""
"Belgium","1953","Female","55 - 59","1955","282169",""
"Belgium","1954","Female","55 - 59","1956","287573",""
"Belgium","1955","Female","55 - 59","1957","293522",""
"Belgium","1956","Female","55 - 59","1958","298915",""
"Belgium","1957","Female","55 - 59","1959","303696",""
"Belgium","1958","Female","55 - 59","1960","307944",""
"Belgium","1959","Female","55 - 59","1966","311217",""
"Belgium","1960","Female","55 - 59","1961","312977",""
"Belgium","1961","Female","55 - 59","1967","306746",""
"Belgium","1962","Female","55 - 59","1966","309312",""
"Belgium","1963","Female","55 - 59","1965","306531",""
"Belgium","1964","Female","55 - 59","1966","305661",""
"Belgium","1965","Female","55 - 59","1978","303921",""
"Belgium","1966","Female","55 - 59","1968","299828",""
"Belgium","1966","Female","55 - 59","1973","301480",""
"Belgium","1967","Female","55 - 59","1969","299134",""
"Belgium","1967","Female","55 - 59","1969","298439",""
"Belgium","1968","Female","55 - 59","1973","297319",""
"Belgium","1969","Female","55 - 59","1973","295527",""
"Belgium","1970","Female","55 - 59","1973","281784",""
"Belgium","1971","Female","55 - 59","1975","272859",""
"Belgium","1971","Female","55 - 59","1973","263934",""
"Belgium","1972","Female","55 - 59","1978","239372",""
"Belgium","1973","Female","55 - 59","1975","215594",""
"Belgium","1974","Female","55 - 59","1976","211190",""
"Belgium","1975","Female","55 - 59","1977","215107",""
"Belgium","1976","Female","55 - 59","1978","235577",""
"Belgium","1977","Female","55 - 59","1978","247727",""
"Belgium","1977","Female","55 - 59","1980","261008",""
"Belgium","1978","Female","55 - 59","1980","288138",""
"Belgium","1979","Female","55 - 59","1981","308767",""
"Belgium","1980","Female","55 - 59","1982","313725",""
"Belgium","1981","Female","55 - 59","1982","313875",""
"Belgium","1982","Female","55 - 59","1984","310907",""
"Belgium","1983","Female","55 - 59","1985","308731",""
"Belgium","1984","Female","55 - 59","1986","306742",""
"Belgium","1985","Female","55 - 59","1997","305921",""
"Belgium","1986","Female","55 - 59","1997","306802",""
"Belgium","1987","Female","55 - 59","1997","307329",""
"Belgium","1988","Female","55 - 59","1997","305415",""
"Belgium","1989","Female","55 - 59","1997","302005",""
"Belgium","1990","Female","55 - 59","1991","298059",""
"Belgium","1990","Female","55 - 59","1997","294113",""
"Belgium","1991","Female","55 - 59","1997","286908",""
"Belgium","1992","Female","55 - 59","1997","281164",""
"Belgium","1993","Female","55 - 59","1997","281156",""
"Belgium","1994","Female","55 - 59","1997","280337",""
"Belgium","1995","Female","55 - 59","1997","275834",""
"Belgium","1999","Female","55 - 59","2000","258590",""
"Belgium","2000","Female","55 - 59","2004","263008",""
"Belgium","2001","Female","55 - 59","2009","283407",""
"Belgium","2001","Female","55 - 59","2002","277701",""
"Belgium","2001","Female","55 - 59","2009","279790",""
"Belgium","2001","Female","55 - 59","2009","3617",""
"Belgium","2002","Female","55 - 59","2004","298245",""
"Belgium","2004","Female","55 - 59","2005","320295",""
